id,n_victimas,fecha,hora,tipo_de_calle,dirección normalizada,comuna,longitud,latitud,victima_1,acusado,dia_semana,rol,victima_2,sexo,edad
2021-0067,1,2021-08-08,9,autopista,autopista 1 sur presidente arturo frondizi y brasil,1,-58.37910943,-34.62764718,moto,objeto fijo,domingo,conductor,moto,masculino,27
2021-0068,1,2021-08-15,6,avenida,"beiro, francisco av. 5071",11,-58.52161176,-34.61164474,moto,objeto fijo,domingo,conductor,moto,masculino,39
2021-0069,1,2021-08-20,17,avenida,santa fe av. 3428,14,-58.41354692,-34.5869768,peaton,auto,viernes,peaton,peaton,masculino,17
2021-0070,1,2021-08-28,8,avenida,"chilavert, martiniano, coronel y varela av.",8,-58.43960781,-34.65470804,moto,cargas,sábado,conductor,moto,masculino,31
2021-0071,1,2021-08-31,16,calle,san luis 2730,3,-58.4045461,-34.60003693,peaton,moto,martes,peaton,peaton,masculino,88
2021-0072,1,2021-09-01,19,avenida,callao av. y paraguay,2,-58.39303911,-34.59871111,peaton,auto,miércoles,peaton,peaton,femenino,57
2021-0073,1,2021-09-18,12,avenida,"del libertador av. y agote, luis dr.",2,-58.39391034,-34.58405348,bicicleta,auto,sábado,ciclista,bicicleta,femenino,76
2021-0074,1,2021-09-20,15,autopista,"paz, gral. av. y balbin, ricardo, dr. av.",12,-58.5007381,-34.5497951,moto,multiple,lunes,conductor,moto,masculino,55
2021-0075,1,2021-09-21,14,calle,salta y brasil,1,-58.38281301,-34.62786038,peaton,cargas,martes,peaton,peaton,masculino,65
2021-0076,1,2021-10-16,6,avenida,"moreno, perito av. 2152",7,-58.43980799,-34.65094083,moto,objeto fijo,sábado,conductor,moto,masculino,31
2021-0077,1,2021-10-18,7,avenida,directorio av. 1169,6,-58.44402387,-34.62933109,moto,cargas,lunes,conductor,moto,femenino,31
2021-0078,1,2021-10-23,6,avenida,independencia av. y la plata av.,6,-58.42779702,-34.62207347,moto,pasajeros,sábado,conductor,moto,masculino,22
2021-0079,1,2021-10-25,3,calle,tucuman 3112,3,-58.40944147,-34.60097942,peaton,auto,lunes,peaton,peaton,masculino,0
2021-0080,1,2021-10-28,16,avenida,arenales y 9 de julio av.,1,-58.38277479,-34.5943016,moto,auto,jueves,conductor,moto,masculino,32
2021-0081,1,2021-11-02,13,autopista,autopista 1 sur presidente arturo frondizi y brandsen,4,-58.37627355,-34.63800916,moto,cargas,martes,conductor,moto,masculino,26
2021-0082,1,2021-11-06,4,autopista,autopista 25 de mayo y pasco,3,-58.39591856,-34.62453459,moto,auto,sábado,conductor,moto,masculino,38
2021-0083,1,2021-11-09,0,avenida,cabildo av. y olazabal,13,-58.45829717,-34.56015762,moto,auto,martes,conductor,moto,masculino,30
2021-0084,1,2021-11-11,3,avenida,tapalque y bruix av.,9,-58.49142611,-34.64584795,auto,objeto fijo,jueves,conductor,auto,masculino,32
2021-0085,1,2021-11-20,18,autopista,"paz, gral. av. y ezeiza",12,-58.51271409,-34.57786555,moto,objeto fijo,sábado,conductor,moto,masculino,49
2021-0086,1,2021-11-25,10,avenida,rivadavia av. y puan,6,-58.44864864,-34.62352826,peaton,pasajeros,jueves,peaton,peaton,masculino,75
2021-0087,1,2021-11-27,11,calle,esmeralda 1359,1,-58.37795815,-34.59167894,peaton,bicicleta,sábado,peaton,peaton,femenino,73
2021-0088,1,2021-12-01,15,calle,monroe y 3 de febrero,13,-58.45531707,-34.55555257,moto,auto,miércoles,conductor,moto,masculino,45
2021-0089,1,2021-12-02,1,avenida,gaona av. 3655,11,-58.47633683,-34.62140594,moto,auto,jueves,conductor,moto,masculino,41
2021-0090,1,2021-12-10,11,avenida,9 de julio av. y lavalle,1,-58.38188582,-34.60256036,peaton,pasajeros,viernes,peaton,peaton,masculino,73
2021-0091,1,2021-12-11,23,calle,"baigorria y hugo, victor",10,-58.51989389,-34.62284918,moto,auto,sábado,conductor,moto,masculino,24
2021-0092,1,2021-12-12,6,avenida,rivadavia av. y pueyrredon av.,3,-58.4059686,-34.61011987,peaton,auto,domingo,peaton,peaton,femenino,50
2021-0093,1,2021-12-13,17,avenida,riestra av. y mom,7,-58.43353773,-34.64561636,moto,auto,lunes,pasajero_acompañante,moto,femenino,18
2021-0094,1,2021-12-20,1,autopista,"dellepiane, luis, tte. gral. y lacarra av.",9,-58.46739825,-34.65117757,moto,auto,lunes,pasajero_acompañante,moto,femenino,43
2021-0095,1,2021-12-30,0,avenida,gaona av. y terrada,11,-58.47293407,-34.61984745,moto,cargas,jueves,conductor,moto,masculino,27
2021-0096,1,2021-12-15,10,avenida,"peron, eva av. 4071",9,-58.47066794,-34.65021673,auto,cargas,miércoles,conductor,auto,masculino,60
2021-0097,1,2021-11-18,6,calle,padre carlos mugica 709,1,-58.37976155,-34.58679619,bicicleta,auto,jueves,ciclista,bicicleta,masculino,53
