id,n_victimas,fecha,hora,tipo_de_calle,dirección normalizada,comuna,longitud,latitud,victima_1,acusado,dia_semana,rol,victima_2,sexo,edad
2017-0036,2,2017-03-29,18,autopista,"paz, gral. av. y campana",12,-58.51452347,-34.58159762,moto,pasajeros,miércoles,conductor,moto,masculino,20
2017-0037,1,2017-03-31,3,avenida,"independencia av. y cevallos, virrey",1,-58.38896772,-34.61799615,moto,cargas,viernes,conductor,moto,masculino,41
2017-0038,1,2017-04-01,19,avenida,castaã‘ares av. y lautaro,7,-58.44516857,-34.64363363,moto,auto,sábado,conductor,moto,femenino,40
2017-0040,1,2017-04-03,9,avenida,"guiraldes, int. 2699",13,-58.43834197,-34.54560369,auto,multiple,lunes,conductor,auto,masculino,43
2017-0041,1,2017-04-03,23,calle,"fernandez moreno, baldomero 2186",7,-58.45485084,-34.63531854,moto,auto,lunes,conductor,moto,masculino,17
2017-0042,1,2017-04-10,9,autopista,"lugones, leopoldo av.",14,,,moto,cargas,lunes,conductor,moto,masculino,0
2017-0045,1,2017-04-14,6,calle,nogoya 5940,10,-58.52449285,-34.62454175,moto,objeto fijo,viernes,conductor,moto,masculino,21
2017-0047,1,2017-04-23,6,avenida,argentina av. y corvalan,8,-58.46713742,-34.6719879,moto,auto,domingo,conductor,moto,masculino,37
2017-0049,1,2017-04-27,18,avenida,"fernandez de la cruz, f., gral. av. y varela av.",8,-58.43850413,-34.65554754,peaton,pasajeros,jueves,peaton,peaton,masculino,22
2017-0050,2,2017-04-28,11,autopista,,9,,,moto,cargas,viernes,conductor,moto,masculino,46
2017-0050,2,2017-04-28,11,autopista,,9,,,moto,cargas,viernes,pasajero_acompañante,moto,masculino,16
2017-0051,1,2017-05-01,3,autopista,,7,,,auto,auto,lunes,conductor,auto,masculino,33
2017-0052,1,2017-05-05,3,autopista,"paz, gral. av. y goleta santa cruz",8,-58.49413799,-34.68095739,peaton,cargas,viernes,peaton,peaton,femenino,47
2017-0053,1,2017-05-05,20,calle,vieytes y villarino,4,-58.37547846,-34.65326075,moto,cargas,viernes,conductor,moto,masculino,28
2017-0054,1,2017-05-07,21,avenida,"de los constituyentes av. y moran, pedro",15,-58.48680218,-34.58689719,moto,auto,domingo,pasajero_acompañante,moto,femenino,20
2017-0055,1,2017-05-09,8,avenida,de los constituyentes av. 4900,12,-58.49563989,-34.57962262,auto,auto,martes,conductor,auto,masculino,32
2017-0058,1,2017-05-09,23,avenida,cordoba av. y libertad,1,-58.38403232,-34.5991594,peaton,moto,martes,peaton,peaton,masculino,80
2017-0059,1,2017-05-11,9,calle,brasil y lima,1,-58.38223382,-34.62693865,peaton,pasajeros,jueves,peaton,peaton,femenino,39
2017-0060,1,2017-05-13,7,avenida,"escalada av. y fernandez de la cruz, f., gral. av.",8,-58.45966521,-34.67323292,moto,objeto fijo,sábado,pasajero_acompañante,moto,masculino,30
2017-0061,1,2017-05-15,13,avenida,paraguay y callao av.,2,-58.39303911,-34.59871111,peaton,moto,lunes,peaton,peaton,masculino,47
2017-0062,1,2017-05-15,16,avenida,"justo, juan b. av. y san blas",10,-58.51262106,-34.63395999,moto,cargas,lunes,conductor,moto,masculino,35
2017-0063,1,2017-05-17,10,avenida,chile y 9 de julio av.,1,-58.38118367,-34.61646839,peaton,pasajeros,miércoles,peaton,peaton,femenino,79
2017-0064,1,2017-05-20,5,calle,"maipu y peron, juan domingo, tte. general",1,-58.37653284,-34.60582475,cargas,auto,sábado,pasajero_acompañante,cargas,masculino,61
2017-0065,1,2017-05-22,16,avenida,suarez av. y herrera,4,-58.37709334,-34.64035082,bicicleta,cargas,lunes,ciclista,bicicleta,masculino,21
2017-0066,1,2017-05-22,18,avenida,san martin av. y fragata pres. sarmiento,15,-58.46002142,-34.60409469,peaton,pasajeros,lunes,peaton,peaton,masculino,10
2017-0067,1,2017-05-23,2,avenida,"directorio av. y moreno, jose maria av.",6,-58.4338197,-34.62801894,moto,cargas,martes,conductor,moto,masculino,21
2017-0068,1,2017-05-27,19,avenida,"rabanal, francisco, intendente av. 2950",8,-58.43580656,-34.66437532,moto,objeto fijo,sábado,conductor,moto,masculino,32
2017-0069,1,2017-05-24,14,autopista,"paz, gral. av. y schmidl, ulrico",9,-58.52173071,-34.65997463,moto,sd,miércoles,conductor,moto,masculino,39
2017-0070,1,2017-05-30,13,calle,nueva york 3696,11,-58.50791763,-34.59804273,peaton,auto,martes,peaton,peaton,masculino,80
2017-0072,1,2017-06-03,23,avenida,de los constituyentes av. y vallejos,12,-58.49175088,-34.58226957,auto,auto,sábado,conductor,auto,masculino,25
2017-0073,1,2017-06-04,9,avenida,corrientes av. y ecuador,3,-58.40781467,-34.60425669,moto,auto,domingo,conductor,moto,masculino,19
2017-0074,1,2017-06-04,12,calle,casco 133,9,-58.52567073,-34.63787791,sd,sd,domingo,,,masculino,70
2017-0075,1,2017-06-12,22,avenida,de mayo av. y 9 de julio av.,1,-58.381542,-34.60906385,peaton,moto,lunes,peaton,peaton,masculino,55
2017-0076,1,2017-06-13,14,avenida,"castillo, ramon s., pres. av. y calle 12 (no oficial)",2,-58.38526125,-34.5780581,peaton,cargas,martes,peaton,peaton,femenino,30
2017-0077,1,2017-06-17,23,calle,fray justo santamaria de oro 1930,14,-58.42934104,-34.58451712,moto,cargas,sábado,conductor,moto,femenino,60
2017-0079,1,2017-06-19,16,calle,mexico y dean funes,3,-58.40657493,-34.61781124,moto,cargas,lunes,conductor,moto,masculino,33
2017-0080,1,2017-06-22,10,avenida,"alberdi, juan bautista av. y escalada av.",9,-58.49525314,-34.64487785,peaton,cargas,jueves,peaton,peaton,femenino,95
2017-0082,1,2017-06-25,22,avenida,entre rios av. y brasil,4,-58.39092851,-34.62932696,peaton,auto,domingo,peaton,peaton,masculino,36
2017-0083,1,2017-07-04,0,avenida,"alberdi, juan bautista av. y guardia nacional",9,-58.49603546,-34.64564271,moto,cargas,martes,conductor,moto,masculino,37
2017-0084,1,2017-07-05,12,avenida,del libertador av. y rodriguez peã‘a,2,-58.38502878,-34.58703485,peaton,pasajeros,miércoles,peaton,peaton,femenino,73
2017-0085,1,2017-07-07,14,avenida,"tacuari y garcia, martin av.",4,-58.37261143,-34.63150425,peaton,pasajeros,viernes,peaton,peaton,masculino,84
2017-0086,1,2017-07-09,7,avenida,rivadavia av. y murguiondo,9,-58.51876802,-34.63905965,peaton,moto,domingo,peaton,peaton,femenino,30
2017-0087,1,2017-07-10,10,calle,24 de noviembre 390,3,-58.41095567,-34.61516101,peaton,auto,lunes,peaton,peaton,femenino,73
2017-0088,1,2017-07-10,22,avenida,paseo colon av. y brasil av.,1,-58.36797542,-34.62519403,peaton,pasajeros,lunes,peaton,peaton,masculino,43
2017-0089,1,2017-07-13,12,calle,"leguizamon, martiniano 901",9,-58.51514709,-34.64787051,sd,auto,jueves,,,masculino,23
2017-0090,1,2017-07-15,5,autopista,"chivilcoy av. y paz, gral. av.",11,-58.51925642,-34.59171721,peaton,auto,sábado,peaton,peaton,masculino,22
2017-0091,1,2017-07-15,13,autopista,"superi y paz, gral. av.",12,-58.48671535,-34.54321216,moto,sd,sábado,conductor,moto,masculino,58
2017-0092,1,2017-07-24,22,autopista,autopista 25 de mayo y autopista 1 sur presidente arturo frondizi,1,-58.38268809,-34.62282019,peaton,auto,lunes,peaton,peaton,masculino,66
2017-0093,1,2017-07-25,16,autopista,"lugones, leopoldo av. y puente distribuidor scalabrini ortiz",13,-58.43633522,-34.54966288,peaton,auto,martes,peaton,peaton,masculino,0
2017-0094,1,2017-07-27,8,calle,"hugo, victor 2639",10,-58.52640838,-34.61765855,bicicleta,cargas,jueves,ciclista,bicicleta,femenino,56
2017-0095,1,2017-08-06,8,avenida,"cordoba av. y salguero, jeronimo",14,-58.41894306,-34.59778875,moto,auto,domingo,conductor,moto,masculino,36
2017-0096,1,2017-08-07,19,avenida,cabildo av. y nuã‘ez,13,-58.46756026,-34.54972741,peaton,pasajeros,lunes,peaton,peaton,masculino,87
2017-0098,1,2017-08-08,12,calle,"bonifacio, jose 2114",7,-58.45715752,-34.63132912,peaton,auto,martes,peaton,peaton,femenino,61
2017-0099,1,2017-08-17,19,avenida,"figueroa alcorta, pres. av. 5400",14,-58.42406784,-34.56213916,bicicleta,auto,jueves,ciclista,bicicleta,masculino,28
2017-0100,1,2017-08-21,7,calle,republica bolivariana de venezuela 2135,3,-58.3967447,-34.61512051,moto,objeto fijo,lunes,pasajero_acompañante,moto,femenino,16
2017-0101,1,2017-08-23,10,avenida,"lacroze, federico av. y zapata",13,-58.44537508,-34.57084818,peaton,multiple,miércoles,peaton,peaton,femenino,61
2017-0102,1,2017-08-24,1,avenida,"iriarte, gral. av. y zavaleta",4,-58.40056767,-34.6510708,peaton,cargas,jueves,peaton,peaton,masculino,46
2017-0104,1,2017-08-25,9,avenida,9 de julio av. y estados unidos,1,-58.38109568,-34.61853244,peaton,cargas,viernes,peaton,peaton,femenino,18
2017-0106,1,2017-08-31,19,calle,fray justo santamaria de oro y guemes,14,-58.42533612,-34.58035258,peaton,pasajeros,jueves,peaton,peaton,femenino,85
2017-0107,1,2017-09-01,11,avenida,del libertador av. y jaramillo,13,-58.46062311,-34.54395182,moto,cargas,viernes,conductor,moto,masculino,41
2017-0108,2,2017-09-02,4,autopista,"paz, gral. av. y machain",12,-58.49491054,-34.54795581,objeto fijo,auto,sábado,pasajero_acompañante,auto,masculino,17
2017-0108,2,2017-09-02,4,autopista,"paz, gral. av. y machain",12,-58.49491054,-34.54795581,objeto fijo,auto,sábado,pasajero_acompañante,auto,masculino,10
2017-0109,1,2017-09-04,21,avenida,directorio av. y portela,7,-58.47130269,-34.63665402,moto,auto,lunes,conductor,moto,masculino,21
2017-0110,1,2017-09-06,14,avenida,"lavalle y alem, leandro n. av.",1,-58.370488,-34.60189492,peaton,pasajeros,miércoles,peaton,peaton,masculino,56
2017-0111,1,2017-09-07,18,calle,uspallata y pirovano,4,-58.42023854,-34.6423411,peaton,cargas,jueves,peaton,peaton,femenino,79
2017-0112,2,2017-09-10,9,autopista,autopista 25 de mayo y varela av.,7,-58.45807401,-34.6399743,auto,objeto fijo,domingo,pasajero_acompañante,auto,masculino,1
2017-0112,2,2017-09-10,9,autopista,autopista 25 de mayo y varela av.,7,-58.45807401,-34.6399743,auto,objeto fijo,domingo,pasajero_acompañante,auto,masculino,0
2017-0113,1,2017-09-11,6,avenida,santa fe av. y maipu,1,-58.37697717,-34.59573848,peaton,pasajeros,lunes,peaton,peaton,femenino,76
2017-0114,1,2017-09-15,2,avenida,alvear av. y del libertador av.,2,-58.3910058,-34.5849866,auto,objeto fijo,viernes,conductor,auto,masculino,26
2017-0115,1,2017-09-19,18,avenida,pavon av. y treinta y tres orientales,5,-58.42182126,-34.63089661,moto,bicicleta,martes,conductor,moto,masculino,34
2017-0116,1,2017-09-20,22,autopista,"paz, gral. av. 5750",12,-58.51389422,-34.58075791,moto,objeto fijo,miércoles,conductor,moto,masculino,22
2017-0118,1,2017-09-22,7,avenida,"vieytes y cruz, osvaldo av.",4,-58.37585415,-34.65232158,moto,auto,viernes,pasajero_acompañante,moto,femenino,26
2017-0120,1,2017-10-02,15,autopista,autopista dellepiane luis tte. gral. y escalada av.,9,-58.47297505,-34.66245085,moto,cargas,lunes,conductor,moto,masculino,20
2017-0123,1,2017-10-10,1,avenida,albariã‘o y argentina av.,8,-58.46855503,-34.67216349,peaton,auto,martes,peaton,peaton,femenino,36
2017-0124,1,2017-10-12,14,calle,"ramirez de velasco, juan 1211",15,-58.44254033,-34.59185043,moto,pasajeros,jueves,conductor,moto,masculino,51
2017-0125,1,2017-10-13,6,avenida,"fernandez de la cruz, f., gral. av. y larraya",8,-58.46622247,-34.67926929,moto,objeto fijo,viernes,conductor,moto,masculino,29
2017-0126,2,2017-10-14,6,avenida,riestra av. y caã‘ada de gomez,8,-58.48003734,-34.68148508,auto,objeto fijo,sábado,pasajero_acompañante,auto,masculino,39
2017-0126,2,2017-10-14,6,avenida,riestra av. y caã‘ada de gomez,8,-58.48003734,-34.68148508,auto,objeto fijo,sábado,conductor,auto,masculino,36
2017-0127,1,2017-10-16,7,avenida,gallo y cordoba av.,2,-58.41192137,-34.59800248,moto,moto,lunes,pasajero_acompañante,moto,masculino,24
2017-0128,1,2017-10-17,12,calle,"aranguren, juan f., dr. 611",6,-58.44034689,-34.61349731,peaton,pasajeros,martes,peaton,peaton,femenino,60
2017-0129,1,2017-10-26,19,autopista,autopista perito moreno y autopista 25 de mayo,9,-58.47155277,-34.64925746,moto,pasajeros,jueves,conductor,moto,masculino,57
2017-0130,1,2017-10-27,5,avenida,chorroarin y san martin av.,15,-58.47883099,-34.59967065,auto,cargas,viernes,conductor,auto,masculino,23
2017-0132,1,2017-10-30,14,avenida,"cosquin y roca, cnel. av.",8,-58.46552171,-34.6937413,moto,pasajeros,lunes,conductor,moto,masculino,23
2017-0134,1,2017-11-06,18,avenida,"roca, cnel. av. 3555",8,-58.4423972,-34.66777987,peaton,pasajeros,lunes,peaton,peaton,femenino,47
2017-0135,1,2017-11-07,12,avenida,warnes av. y punta arenas,15,-58.47032551,-34.59626814,moto,cargas,martes,conductor,moto,masculino,24
2017-0136,1,2017-11-16,8,avenida,"barco centenera del y rabanal, francisco, intendente av.",4,-58.41827843,-34.65522746,peaton,pasajeros,jueves,peaton,peaton,masculino,55
2017-0137,1,2017-11-17,11,avenida,mosconi general av. y san nicolas,11,-58.51280715,-34.59279388,peaton,cargas,viernes,peaton,peaton,femenino,60
2017-0138,1,2017-11-19,10,avenida,"lafuente av. y peron, eva av.",7,-58.46258582,-34.64385704,moto,objeto fijo,domingo,pasajero_acompañante,moto,masculino,25
2017-0139,1,2017-11-19,22,avenida,"roca, cnel. av. y escalada av.",8,-58.45064148,-34.68003614,auto,objeto fijo,domingo,pasajero_acompañante,auto,femenino,15
2017-0140,1,2017-11-19,23,autopista,autopista 1 sur presidente arturo frondizi,4,,,moto,pasajeros,domingo,conductor,moto,masculino,24
2017-0141,1,2017-11-23,19,avenida,"la plata av. y goyena, pedro av.",6,-58.42717783,-34.62513374,peaton,pasajeros,jueves,peaton,peaton,femenino,22
2017-0143,1,2017-11-25,21,calle,"trelles, manuel r. y diaz, cesar, gral.",11,-58.46442001,-34.60724519,auto,pasajeros,sábado,conductor,auto,masculino,50
2017-0144,1,2017-11-26,6,autopista,"roca, cnel. av. y paz, gral. av.",8,-58.47064556,-34.69843756,auto,objeto fijo,domingo,pasajero_acompañante,auto,femenino,50
2017-0145,1,2017-11-26,17,calle,maza y don bosco,5,-58.41677733,-34.61223119,moto,auto,domingo,conductor,moto,masculino,58
2017-0147,1,2017-11-28,11,autopista,"paz, gral. av. y peron, eva av.",9,-58.5025179,-34.67450313,moto,auto,martes,conductor,moto,masculino,49
2017-0148,1,2017-11-29,10,avenida,san juan av. y la rioja,3,-58.40708125,-34.62438894,peaton,pasajeros,miércoles,peaton,peaton,femenino,82
2017-0149,1,2017-11-30,12,avenida,paseo colon av. y mexico,1,-58.36947198,-34.61477051,peaton,pasajeros,jueves,peaton,peaton,masculino,13
2017-0150,1,2017-12-04,1,avenida,rivadavia av. y miralla,9,-58.51140889,-34.63934531,peaton,auto,lunes,peaton,peaton,masculino,56
2017-0151,1,2017-12-04,2,calle,vieytes y lujan,4,-58.37460912,-34.65559133,peaton,pasajeros,lunes,peaton,peaton,masculino,0
2017-0152,1,2017-12-06,17,calle,cachi y traful,4,-58.41146277,-34.65073916,bicicleta,pasajeros,miércoles,ciclista,bicicleta,masculino,19
2017-0153,2,2017-12-11,2,avenida,rosario y la plata av.,6,-58.42855267,-34.61829385,moto,pasajeros,lunes,pasajero_acompañante,moto,masculino,0
2017-0153,2,2017-12-11,2,avenida,rosario y la plata av.,6,-58.42855267,-34.61829385,moto,pasajeros,lunes,conductor,moto,masculino,30
2017-0154,1,2017-12-11,9,avenida,entre rios av. y caseros av.,4,-58.39035581,-34.63412287,peaton,pasajeros,lunes,peaton,peaton,masculino,76
2017-0155,1,2017-12-12,21,avenida,rivadavia av. 6350,7,-58.45593915,-34.62656868,sd,moto,martes,,,masculino,77
2017-0157,1,2017-12-17,9,autopista,"paz, gral. av. y humaita",9,-58.52866211,-34.64597065,auto,pasajeros,domingo,conductor,auto,masculino,53
2017-0158,1,2017-12-18,21,autopista,"gualeguaychu y paz, gral. av.",11,-58.52037476,-34.59407024,moto,auto,lunes,conductor,moto,masculino,32
2017-0159,1,2017-12-20,4,avenida,"independencia av. y cevallos, virrey",1,-58.38896772,-34.61799615,moto,auto,miércoles,conductor,moto,masculino,27
2017-0160,1,2017-12-22,13,avenida,nazca av. 365,7,-58.47074114,-34.62771756,peaton,moto,viernes,peaton,peaton,femenino,30
2017-0161,1,2017-12-26,15,avenida,"peron, eva av. 5249",9,-58.48200819,-34.65969965,peaton,auto,martes,peaton,peaton,femenino,30
2018-0001,1,2018-01-01,22,avenida,san juan av. y rincon,3,-58.39536773,-34.62297346,peaton,moto,lunes,peaton,peaton,masculino,83
2018-0002,1,2018-01-03,16,calle,peru 937,1,-58.37456088,-34.61895467,bicicleta,pasajeros,miércoles,ciclista,bicicleta,femenino,26
2018-0003,1,2018-01-05,10,avenida,"pueyrredon, honorio, dr. av. y galicia",15,-58.44860217,-34.60395657,peaton,multiple,viernes,peaton,peaton,femenino,58
2018-0004,1,2018-01-09,9,avenida,del libertador av. y manzanares,13,-58.46129513,-34.54332766,moto,multiple,martes,conductor,moto,masculino,39
2018-0005,1,2018-01-09,22,avenida,paseo colon av. 1019,1,-58.36907201,-34.61953517,peaton,pasajeros,martes,peaton,peaton,masculino,54
2018-0006,1,2018-01-10,21,calle,valle y barco centenera del,6,-58.44062219,-34.62499107,bicicleta,pasajeros,miércoles,ciclista,bicicleta,femenino,45
2018-0007,1,2018-01-11,2,autopista,autopista perito moreno km. 0.6,9,-58.52502765,-34.63601265,auto,auto,jueves,conductor,auto,masculino,46
2018-0008,1,2018-01-12,17,avenida,"huergo, ing. av. e independencia av.",1,-58.36659655,-34.61687778,moto,cargas,viernes,conductor,moto,femenino,32
2018-0009,1,2018-01-14,2,avenida,"pilcomayo y brown, alte. av.",4,-58.36737389,-34.62763661,moto,moto,domingo,conductor,moto,masculino,19
2018-0010,1,2018-01-18,5,calle,"cervantes y belaustegui, luis, dr.",10,-58.49807953,-34.63038658,moto,cargas,jueves,conductor,moto,masculino,40
2018-0011,1,2018-01-19,10,avenida,"callao av. y lopez, vicente",2,-58.39092703,-34.59088447,peaton,pasajeros,viernes,peaton,peaton,masculino,84
2018-0012,1,2018-01-26,13,calle,"oliden y chilavert, martiniano, coronel",8,-58.46912006,-34.68049201,moto,pasajeros,viernes,conductor,moto,masculino,20
2018-0013,1,2018-01-28,8,avenida,congreso av. y galvan,12,-58.48661286,-34.56786129,moto,auto,domingo,conductor,moto,masculino,44
2018-0014,1,2018-01-31,20,avenida,"moreno, perito av. y rivera indarte av.",7,-58.44074927,-34.65080597,peaton,moto,miércoles,peaton,peaton,masculino,0
2018-0015,2,2018-02-06,1,avenida,australia av. 2800,4,-58.38636298,-34.64684275,moto,pasajeros,martes,conductor,moto,masculino,28
2018-0015,2,2018-02-06,1,avenida,australia av. 2800,4,-58.38636298,-34.64684275,moto,pasajeros,martes,pasajero_acompañante,moto,masculino,19
2018-0016,1,2018-02-15,10,avenida,"del libertador av. y ramos mejia, jose maria, dr. av.",1,-58.37533517,-34.59276462,moto,cargas,jueves,conductor,moto,masculino,31
2018-0017,1,2018-02-17,4,avenida,san pedrito av. y rivadavia av.,7,-58.46963952,-34.63070603,peaton,auto,sábado,peaton,peaton,masculino,35
2018-0018,1,2018-02-17,7,calle,"isabel la catolica y salvadores, cnel.",4,-58.37207554,-34.64543658,moto,cargas,sábado,conductor,moto,masculino,26
2018-0019,1,2018-02-17,12,avenida,las heras general av. y callao av.,2,-58.39189441,-34.59176378,peaton,pasajeros,sábado,peaton,peaton,femenino,80
2018-0020,1,2018-02-19,22,autopista,"fernandez de la cruz f., gral. av. y autopista presidente hector j. campora",8,-58.45012957,-34.66518343,moto,cargas,lunes,conductor,moto,masculino,26
2018-0021,1,2018-02-22,10,avenida,"alcorta, amancio av. y zavaleta",4,-58.40184094,-34.64546845,peaton,pasajeros,jueves,peaton,peaton,femenino,62
2018-0022,1,2018-02-24,0,avenida,"montes de oca, manuel av. y olavarria",4,-58.37441153,-34.63966783,moto,cargas,sábado,conductor,moto,masculino,28
2018-0023,1,2018-02-24,6,calle,barco centenera del y rosario,6,-58.44110156,-34.62082399,moto,auto,sábado,conductor,moto,masculino,28
2018-0024,1,2018-02-28,23,avenida,alvarez thomas av. y donado,15,-58.47087351,-34.57827342,peaton,cargas,miércoles,peaton,peaton,masculino,70
2018-0025,1,2018-03-04,22,avenida,avellaneda av. y boyaca av.,7,-58.4596221,-34.6224514,peaton,auto,domingo,peaton,peaton,masculino,70
2018-0026,2,2018-03-09,4,avenida,"rabanal, francisco, intendente av. y saenz av.",4,-58.41657793,-34.65476216,movil,cargas,viernes,conductor,movil,masculino,24
2018-0026,2,2018-03-09,4,avenida,"rabanal, francisco, intendente av. y saenz av.",4,-58.41657793,-34.65476216,movil,cargas,viernes,pasajero_acompañante,movil,masculino,30
2018-0027,1,2018-03-11,23,calle,castro y rondeau,5,-58.41911301,-34.63722107,peaton,moto,domingo,peaton,peaton,femenino,74
2018-0028,1,2018-03-13,15,avenida,"bilbao, francisco av. y azul",9,-58.47120586,-34.64251042,peaton,cargas,martes,peaton,peaton,masculino,71
2018-0029,1,2018-03-15,18,avenida,nazca av. y gaona av.,11,-58.47418944,-34.62049672,moto,auto,jueves,conductor,moto,masculino,26
2018-0030,1,2018-03-20,1,avenida,plaza y alvarez thomas av.,15,-58.46720441,-34.57905579,moto,moto,martes,conductor,moto,masculino,24
2018-0031,1,2018-03-28,10,avenida,"gaona av. y artigas, jose gervasio, gral.",11,-58.46909362,-34.6177971,moto,cargas,miércoles,conductor,moto,masculino,31
2018-0032,1,2018-04-02,13,avenida,cabildo av. y aguilar,13,-58.44704343,-34.5688864,peaton,pasajeros,lunes,peaton,peaton,masculino,70
2018-0033,1,2018-04-07,7,avenida,camarones y lope de vega av.,10,-58.50535541,-34.62902048,moto,cargas,sábado,conductor,moto,femenino,42
2018-0034,1,2018-04-11,18,avenida,santa fe av. 2320,2,-58.40021675,-34.59522198,peaton,pasajeros,miércoles,peaton,peaton,masculino,24
2018-0035,1,2018-04-12,16,avenida,rivadavia av. 6950,7,-58.46325991,-34.62919627,peaton,pasajeros,jueves,peaton,peaton,femenino,39
2018-0036,1,2018-04-13,23,avenida,san martin av. y argerich,15,-58.49471482,-34.59694755,moto,auto,viernes,conductor,moto,masculino,37
2018-0037,1,2018-04-18,18,avenida,"cordoba av. y uriburu jose e., pres.",2,-58.3987261,-34.59975962,peaton,cargas,miércoles,peaton,peaton,masculino,84
2018-0038,2,2018-04-20,17,avenida,rivadavia av. 1571,1,-58.38872177,-34.60885045,peaton,auto,viernes,peaton,peaton,femenino,59
2018-0038,2,2018-04-20,17,avenida,rivadavia av. 1571,1,-58.38872177,-34.60885045,peaton,auto,viernes,peaton,peaton,masculino,61
2018-0039,1,2018-04-21,22,autopista,,14,,,peaton,auto,sábado,peaton,peaton,masculino,37
2018-0040,1,2018-04-27,11,calle,"freire, ramon, cap. gral. y olaguer y feliu, virrey",13,-58.45686132,-34.57305993,peaton,cargas,viernes,peaton,peaton,femenino,0
2018-0041,1,2018-04-27,13,avenida,"la plata av. y fernandez de la cruz, f., gral. av.",4,-58.42281627,-34.64282424,peaton,pasajeros,viernes,peaton,peaton,femenino,78
2018-0042,1,2018-04-27,18,calle,brandsen y perdriel,4,-58.38666024,-34.63953396,moto,cargas,viernes,pasajero_acompañante,moto,masculino,23
2018-0043,1,2018-04-28,6,avenida,"vilardebo, teodoro y alvarez jonte av.",11,-58.49122843,-34.61207587,moto,auto,sábado,conductor,moto,masculino,25
2018-0044,1,2018-04-28,9,avenida,alberti e independencia av.,3,-58.40098306,-34.61866627,peaton,auto,sábado,peaton,peaton,femenino,50
2018-0045,1,2018-04-30,7,avenida,alvarez thomas av. 879,13,-58.45448963,-34.5791692,auto,cargas,lunes,conductor,auto,masculino,60
2018-0046,1,2018-05-02,3,autopista,"paz, gral. av. y rivadavia av.",9,-58.52927982,-34.63931752,peaton,auto,miércoles,peaton,peaton,masculino,11
2018-0047,1,2018-05-08,19,avenida,corrientes av. y dorrego av.,15,-58.44759966,-34.5917024,peaton,pasajeros,martes,peaton,peaton,masculino,82
2018-0048,1,2018-05-09,10,avenida,rivadavia av. y pedernera,7,-58.46411215,-34.62925068,peaton,pasajeros,miércoles,peaton,peaton,masculino,57
2018-0049,1,2018-05-11,19,calle,quesada 2300,13,-58.4621322,-34.55395823,peaton,auto,viernes,peaton,peaton,femenino,40
2018-0050,1,2018-05-14,18,avenida,cabildo av. y juramento av.,13,-58.45669422,-34.5620361,peaton,pasajeros,lunes,peaton,peaton,femenino,47
2018-0051,1,2018-05-15,21,calle,"california y carbonari, francisco, cmte.",4,-58.3597716,-34.64341878,peaton,auto,martes,peaton,peaton,femenino,57
2018-0052,1,2018-05-18,20,avenida,"carril, salvador maria del av. y nazca",15,-58.49820145,-34.59070093,peaton,pasajeros,viernes,peaton,peaton,masculino,78
2018-0053,1,2018-05-20,2,calle,san luis y aguero,3,-58.4105928,-34.5993918,moto,auto,domingo,conductor,moto,masculino,43
2018-0054,1,2018-05-22,11,calle,lugones 2430,12,-58.47969138,-34.57121563,peaton,bicicleta,martes,peaton,peaton,femenino,86
2018-0055,1,2018-05-29,7,avenida,independencia av. y jujuy av.,3,-58.40351561,-34.61883916,moto,auto,martes,conductor,moto,masculino,21
2018-0056,1,2018-06-02,13,avenida,rivadavia av. 11050,9,-58.51973844,-34.63918987,peaton,pasajeros,sábado,peaton,peaton,femenino,69
2018-0057,1,2018-06-03,3,calle,combate de los pozos y humberto 1â°,3,-58.39311376,-34.62163006,moto,pasajeros,domingo,conductor,moto,masculino,33
2018-0058,1,2018-06-03,6,avenida,cordoba av. y thames,15,-58.43531242,-34.59082159,moto,auto,domingo,conductor,moto,masculino,26
2018-0059,1,2018-06-08,6,avenida,"garay, juan de av. y sanchez de loria",5,-58.41178165,-34.63035454,moto,otro,viernes,conductor,moto,masculino,54
2018-0060,1,2018-06-08,12,avenida,"lavalle y alem, leandro n. av.",1,-58.370488,-34.60189492,peaton,pasajeros,viernes,peaton,peaton,masculino,51
2018-0061,1,2018-06-10,11,calle,estados unidos y pichincha,3,-58.39883882,-34.61964833,moto,moto,domingo,conductor,moto,masculino,51
2018-0062,1,2018-06-14,1,calle,rosario y barco centenera del,6,-58.44110156,-34.62082399,peaton,cargas,jueves,peaton,peaton,masculino,32
2018-0063,1,2018-06-16,21,avenida,"alem, leandro n. av. y viamonte",1,-58.37093138,-34.59952725,peaton,pasajeros,sábado,peaton,peaton,femenino,28
2018-0064,1,2018-06-25,1,avenida,varela av. y primera junta,7,-58.45855262,-34.63953253,auto,cargas,lunes,conductor,auto,masculino,30
2018-0065,1,2018-06-26,17,calle,"pellegrini, carlos y juncal",1,-58.38161909,-34.59283447,moto,cargas,martes,conductor,moto,masculino,35
2018-0066,1,2018-06-28,11,avenida,"corrientes av. y lacroze, federico av.",15,-58.45511899,-34.58698157,peaton,pasajeros,jueves,peaton,peaton,masculino,73
2018-0067,1,2018-06-29,16,avenida,"montes de oca, manuel av. y finochietto enrique dr.",4,-58.37724226,-34.62973033,pasajeros,auto,viernes,pasajero_acompañante,pasajeros,femenino,81
2018-0068,1,2018-07-01,9,avenida,"carabobo av. y alberdi, juan bautista av.",7,-58.45546217,-34.62930339,moto,auto,domingo,conductor,moto,masculino,21
